0.0015677352854535087,0.00019160516569449726,0.00037749463221725676,0.00027813377949925666,0.00020296360564131533,0.0001859209872323575,0.0002627959746650532,0.00038667927160052074,6.194117809332766e-05
0.0006600583980373997,0.00044200397419480453,0.0002587638608106957,0.0005634253515918175,0.00040439787488200096,0.000341684327774594,0.0005220979840077078,0.00028969109934262605,0.00013923096327772555,0.0003274651523179628,0.0008560182809533856,0.0003039512605500505,7.664313276301016e-05

