epoch, energy, energy_diff, fidelity
 500, -0.9465562798414071, 0.002449355363722372, 0.9980324920386188
 600, -0.9414464270483567, 0.007559208156772801, 0.9983974341077761
 700, -0.9462299049643779, 0.002775730240751617, 0.998609048048198
 800, -0.9443167548719054, 0.004688880333224121, 0.9987860120423248
 900, -0.9429372251312509, 0.006068410073878594, 0.9987090798965677
1000, -0.9469107629064508 0.0020948722986786628, 0.9991250398213557

2.55,  -0.944544970980179,  -0.9413808352872168
 100, -0.9167518550690008, 0.027793115911178168, 0.9832238290382154
 200, -0.9315179399055808, 0.013027031074598128, 0.993718916056098
 300, -0.9362805578097743, 0.008264413170404716, 0.9963452328344774
 400, -0.9369175233622091, 0.007627447617969851, 0.9974807137216422
 500, -0.9394428262921007, 0.005102144688078236, 0.9979088791096834
 600, -0.940492912936545, 0.004052058043633955, 0.9984716198494299
 700, -0.9410063810059568, 0.003538589974222184, 0.9984933879546357
 800, -0.9436092295258259, 0.0009357414543530451, 0.9988969166453991
 900, -0.9411973022667951, 0.003347668713383878, 0.9988798736388056
1000, -0.9413808352872168 0.0031641356929621445, 0.9989912268477477

0.85,  -1.1366197707399515,  -1.1429718138645333
 100, -1.0796090294389162, 0.05701074130103523, 0.981512957574438
 200, -1.092416108600621, 0.04420366213933047, 0.9855996542196406
 300, -1.0943758015666565, 0.04224396917329498, 0.990518181150955
 400, -1.1166862208196138, 0.01993354992033769, 0.9939537719163395
 500, -1.1211747282327653, 0.015445042507186146, 0.9958885929816842
 600, -1.1304687847039538, 0.006150986035997619, 0.9970135074973197
 700, -1.137535951168758, 0.000916180428806479, 0.997673513221996
 800, -1.1448060298666767, 0.008186259126725215, 0.9981370708136118
 900, -1.1367685432318928, 0.00014877249194134023, 0.9984507183642338
1000, -1.1429718138645333 0.006352043124581819, 0.9986757242915579

0.4,  -0.9252580817605963,  -0.9048156927312596
 100, -0.8974620033394081, 0.027796078421188253, 0.9952938290608273
 200, -0.9085215756947316, 0.016736506065864742, 0.9958255736063327
 300, -0.908563214632623, 0.0166948671279733, 0.995927778728813
 400, -0.9021597814538418, 0.023098300306754527, 0.9959614974781288
 500, -0.9071864975924916, 0.018071584168104726, 0.9959342872596612
 600, -0.9023465923537772, 0.022911489406819086, 0.9960054526470348
 700, -0.900438918560286, 0.0248191632003103, 0.9960743040095383
 800, -0.9027658294911306, 0.022492252269465718, 0.9961731398401449
 900, -0.9071025546296395, 0.018155527130956806, 0.9961903757488245
1000, -0.9048156927312596 0.020442389029336705, 0.9962500850871182

1.85,  -0.9668194250398201,  -0.9668399481162354
 100, -0.9167392680458949, 0.05008015699392521, 0.9801673880045363
 200, -0.9509504650297792, 0.0158689600100409, 0.9933802081020231
 300, -0.9570849171351798, 0.009734507904640255, 0.9962629781594017
 400, -0.959142314112239, 0.0076771109275810545, 0.9974285096597425
 500, -0.9605396014911367, 0.006279823548683394, 0.9980518049042082
 600, -0.9624536582471108, 0.00436576679270928, 0.9984581861911372
 700, -0.9659132103873835, 0.0009062146524365655, 0.9986766750313463
 800, -0.9620003259609009, 0.004819099078919198, 0.998859039647376
 900, -0.9633815374267736, 0.003437887613046531, 0.9990402129540098
1000, -0.9668399481162354 2.0523076415313035e-05, 0.9991360032463094

2.3,  -0.9478686468761977,  -0.9474090112414678
 100, -0.9156367427051533, 0.03223190417104438, 0.9837487487713533
 200, -0.9387585506285883, 0.00911009624760939, 0.9938215797139178
 300, -0.940011502002644, 0.007857144873553601, 0.9964111781228581
 400, -0.9449250224174441, 0.002943624458753513, 0.9974192042648462
 500, -0.9472032254985056, 0.0006654213776920992, 0.9978774827803321
 600, -0.9447899380372701, 0.0030787088389275796, 0.9984384412733374
 700, -0.9457538245312465, 0.002114822344951195, 0.9986449773135286
 800, -0.9455680735090073, 0.0023005733671903617, 0.9988960649084289
 900, -0.9496337462842807, 0.001765099408083004, 0.9987190521637757
1000, -0.9474090112414678 0.00045963563472983804, 0.9990470188017633

0.95,  -1.11929731061878, -1.125982106547779
 100, -1.0521329532986659, 0.06716435732011417, 0.9758291888733466
 200, -1.0628142880581644, 0.05648302256061566, 0.9855825715823268
 300, -1.088723455032198, 0.03057385558658199, 0.9921629422843207
 400, -1.1057449625311813, 0.013552348087598753, 0.9952488637256108
 500, -1.1035227881790186, 0.015774522439761407, 0.9967131779770823
 600, -1.108006166141511, 0.011291144477268977, 0.9975550542578725
 700, -1.12727841855585, 0.007981107937069964, 0.9980707177289088
 800, -1.1095302844772612, 0.009767026141518809, 0.998415007229172
 900, -1.1175440125888216, 0.0017532980299583834, 0.9986686334741591
1000, -1.125982106547779 0.0066847959289990655, 0.9988490400890928

1.6,  -0.9922208295295207,  -0.9956699392440767
 100, -0.930308891292627, 0.06191193823689378, 0.9771713749999199
 200, -0.9716955186451943, 0.02052531088432641, 0.991860911659163
 300, -0.991119521080623, 0.0011013084488977753, 0.9952297144452675
 400, -0.9859226482815278, 0.006298181247992973, 0.9968930218315633
 500, -0.9827047534727189, 0.009516076056801825, 0.9976699621672833
 600, -0.9865097201092887, 0.005711109420232008, 0.9981686678771406
 700, -0.996507984805244, 0.00428715527572332, 0.9983553640516298
 800, -0.9931118936076341, 0.0008910640781133461, 0.9987049707857352
 900, -0.9907110542228, 0.0015097753067206954, 0.9989011161296788
1000, -0.9956699392440767 0.00344910971455592, 0.9989625626034936

0.8,  -1.1426275996357373,  -1.1309335990811373
 100, -1.1026635721343265, 0.039964027501410815, 0.9818859691935358
 200, -1.0794860600122513, 0.06314153962348601, 0.9850821341253034
 300, -1.1102948500635264, 0.032332749572210995, 0.989600151675449
 400, -1.1260350147301244, 0.016592584905612995, 0.993533723953534
 500, -1.1350784059008172, 0.007549193734920134, 0.9957158619017394
 600, -1.1275150529439664, 0.015112546691770978, 0.9970171723327003
 700, -1.1198545220234175, 0.022773077612319836, 0.9977640916266
 800, -1.1315916960132182, 0.011035903622519161, 0.9981998057726105
 900, -1.1319858432611465, 0.01064175637459086, 0.9985328368745657
1000, -1.1309335990811373 0.011694000554600015, 0.9987464013282517

2.45,  -0.9454307947133701,  -0.9451841070304523
 100, -0.9142627295974848, 0.031168065115885324, 0.9851083321289797
 200, -0.9341137505317718, 0.01131704418159829, 0.9946187659080102
 300, -0.9405008332591356, 0.004929961454234522, 0.9968243170359391
 400, -0.9414540884130016, 0.003976706300368504, 0.997838773746644
 500, -0.9422329740499266, 0.00319782066344354, 0.9982633480207483
 600, -0.943640744821835, 0.0017900498915350838, 0.9987001316026102
 700, -0.9446117664449286, 0.0008190282684414907, 0.99890593442455
 800, -0.9440247427478139, 0.0014060519655562098, 0.9990604229862678
 900, -0.9427694342032351, 0.0026613605101349913, 0.9991795055023316
1000, -0.9451841070304523 0.0002466876829178011, 0.9992239730611794

2.35,  -0.9469689234886285,  -0.9439087674711772
 100, -0.9236918815248145, 0.02327704196381397, 0.9880754099737667
 200, -0.941556273581228, 0.005412649907400535, 0.9952243336012727
 300, -0.9420061166129414, 0.004962806875687065, 0.9971148187388614
 400, -0.9430194242396689, 0.003949499248959598, 0.997994832323148
 500, -0.9419814422669242, 0.004987481221704337, 0.998465894813082
 600, -0.9442334444636244, 0.0027354790250040395, 0.998758346377908
 700, -0.9458463757585677, 0.0011225477300608189, 0.9989695239688138
 800, -0.946422048737905, 0.0005468747507234584, 0.9991163405311694
 900, -0.9458733429391988, 0.0010955805494297088, 0.9991151863074267
1000, -0.9439087674711772 0.003060156017451243, 0.9992822342443467

2.4,  -0.9461560561584954,  -0.9452519483173527
 100, -0.9132401787520793, 0.032915877406416105, 0.9836844162261693
 200, -0.9302079087179371, 0.01594814744055828, 0.993816757079512
 300, -0.9393019957744101, 0.006854060384085314, 0.996370598107192
 400, -0.9395921241155747, 0.006563932042920717, 0.9973269984985578
 500, -0.9411619477991684, 0.00499410835932701, 0.9979686630603037
 600, -0.9435880725027755, 0.002567983655719863, 0.9983795981329078
 700, -0.9447507418540366, 0.0014053143044587824, 0.998723106608537
 800, -0.9466011461549817, 0.000445089996486292, 0.9985813111606932
 900, -0.9470832540303197, 0.0009271978718242702, 0.9987390980615793
1000, -0.9452519483173527 0.0009041078411426984, 0.9989734194720199

1.1,  -1.0868155659324854,  -1.0976923115147112
 100, -0.990981163236759, 0.0958344026957264, 0.9662887980585974
 200, -1.043383904403858, 0.04343166152862743, 0.9847583979432273
 300, -1.0656900442990527, 0.02112552163343273, 0.9926897332831708
 400, -1.0773327129004335, 0.009482853032051874, 0.9955488688876694
 500, -1.0758199908116197, 0.010995575120865686, 0.9968972454806384
 600, -1.0901507775777888, 0.003335211645303371, 0.9976520585322429
 700, -1.0929236330120868, 0.006108067079601431, 0.9981173574602429
 800, -1.0981683849562263, 0.011352819023740857, 0.9983870742625831
 900, -1.0991614046581129, 0.012345838725627445, 0.9986468984961584
1000, -1.0976923115147112 0.010876745582225844, 0.998836804795548

1.8,  -0.9708063813726302,  -0.9772704720021193
 100, -0.9320947955242258, 0.038711585848404395, 0.985265451696224
 200, -0.9589008350960084, 0.01190554627662177, 0.994539828031849
 300, -0.9677354532960621, 0.003070928076568058, 0.9968705268868849
 400, -0.9668376114547377, 0.003968769917892523, 0.997854087326808
 500, -0.9697492352661218, 0.001057146106508422, 0.9982539279992323
 600, -0.9715959452774683, 0.0007895639048380865, 0.9985966852960145
 700, -0.9719190868797535, 0.0011127055071232794, 0.9988179851748227
 800, -0.973673560663557, 0.0028671792909268357, 0.998994319976323
 900, -0.9687380480833286, 0.0020683332893015605, 0.9991710723243589
1000, -0.9772704720021193 0.00646409062948905, 0.9987322541442236

2.15,  -0.9515983821584779,  -0.9503159761124749
 100, -0.925727969084959, 0.025870413073518894, 0.9874289933637085
 200, -0.9436464548174819, 0.007951927340996034, 0.9948626813337388
 300, -0.9455091443390855, 0.006089237819392412, 0.9968755816933971
 400, -0.9459344606897231, 0.005663921468754829, 0.9977734029110823
 500, -0.9495116371304433, 0.002086745028034631, 0.9982248522673367
 600, -0.9493057452591418, 0.00229263689933612, 0.9986189714378029
 700, -0.9518780210109838, 0.0002796388525059257, 0.9987314658229478
 800, -0.94943353756867, 0.002164844589807924, 0.9990170384311459
 900, -0.9508367931415148, 0.0007615890169631045, 0.9991251142344966
1000, -0.9503159761124749 0.0012824060460030484, 0.999236826322571

0.6,  -1.1255870371941183,  -1.1095477850497129
 100, -1.087988099264298, 0.037598937929820275, 0.9905108799273016
 200, -1.0871555864913494, 0.03843145070276899, 0.9909033785937424
 300, -1.0846853290991358, 0.0409017080949825, 0.9912873432494257
 400, -1.0823582883387026, 0.04322874885541572, 0.99165991964881
 500, -1.0775350999359312, 0.04805193725818713, 0.9919794974152717
 600, -1.0879039237465802, 0.037683113447538163, 0.9924623777085597
 700, -1.09570926790605, 0.02987776928806829, 0.9932405358622405
 800, -1.0969849069779, 0.02860213021621827, 0.9940921920124676
 900, -1.1020950991975584, 0.02349193799655991, 0.9949727149040851
1000, -1.1095477850497129 0.01603925214440549, 0.995864531202694

2.65,  -0.9438417682698376,  -0.9412173649868284
 100, -0.9192734375532263, 0.024568330716611242, 0.9853199749458679
 200, -0.9307094785012451, 0.013132289768592487, 0.9940076901943777
 300, -0.9361439668791666, 0.007697801390671, 0.9963588005179472
 400, -0.9411204735413288, 0.002721294728508794, 0.9973800193125013
 500, -0.9398678970854683, 0.003973871184369315, 0.9979576989343466
 600, -0.9388445661017764, 0.00499720216806121, 0.9982437219977067
 700, -0.9419691932086898, 0.0018725750611477965, 0.998646055106475
 800, -0.9390637868133084, 0.00477798145652919, 0.998758168313854
 900, -0.9420542765343959, 0.001787491735441682, 0.9989722827689462
1000, -0.9412173649868284 0.002624403283009169, 0.9990886856529144

2.8,  -0.9431717178456402,  -0.940924688988963
 100, -0.9148801606305297, 0.028291557215110563, 0.9865202769515673
 200, -0.9337116046827787, 0.00946011316286155, 0.9947800470202082
 300, -0.9375155326316911, 0.005656185213949172, 0.9969123394451092
 400, -0.9410017726893164, 0.002169945156323849, 0.9976428973146594
 500, -0.9395485557608009, 0.003623162084839371, 0.9983320743726163
 600, -0.9404490081385709, 0.0027227097070693373, 0.998694189451234
 700, -0.9395011749262734, 0.0036705429193668593, 0.9987977284007357
 800, -0.9414170495852175, 0.0017546682604226982, 0.9990554380796688
 900, -0.9432470829328853, 7.536508724503843e-05, 0.9989450904605104
1000, -0.940924688988963 0.002247028856677269, 0.9992491607266041

0.3,  -0.6129039934108024,  -0.5900121321518863
 100, -0.5891531591850798, 0.02375083422572255, 0.9966385348306482
 200, -0.5938742930786276, 0.01902970033217477, 0.9972717911186356
 300, -0.593303766365633, 0.019600227045169394, 0.9974252553808184
 400, -0.5992482051230865, 0.013655788287715853, 0.9974843834935058
 500, -0.5974710211932939, 0.0154329722175085, 0.9975178979387078
 600, -0.5921467585756944, 0.02075723483510794, 0.9975390428378432
 700, -0.6018021036338904, 0.011101889776911955, 0.9975509688062932
 800, -0.5881373057387214, 0.02476668767208101, 0.9975533275921782
 900, -0.5959200410720226, 0.016983952338779806, 0.9975861523703856
1000, -0.5900121321518863 0.02289186125891607, 0.9975718355720827

2.75,  -0.9432234998867722,  -0.9414513755835272
 100, -0.9083541249939595, 0.03486937489281272, 0.9851785744451942
 200, -0.9319307914086801, 0.011292708478092162, 0.9943961752651553
 300, -0.9364956441789659, 0.006727855707806318, 0.9967297075278061
 400, -0.9364797172118278, 0.006743782674944465, 0.9976987252972624
 500, -0.937831771642167, 0.0053917282446052095, 0.9979281078516408
 600, -0.9407974891333718, 0.0024260107534004316, 0.9984077645883128
 700, -0.9405094031927711, 0.0027140966940011335, 0.9988326426911294
 800, -0.9417671278742987, 0.0014563720124735058, 0.9989956237739406
 900, -0.9428349412384185, 0.0003885586483537429, 0.9991215402369258
1000, -0.9414513755835272 0.0017721243032450262, 0.9991421815042607

2.05,  -0.9552226828746918,  -0.9562462378940169
 100, -0.9206430173871343, 0.03457966548755753, 0.982440379999881
 200, -0.9458379604091232, 0.009384722465568651, 0.9935809438360201
