,correlation
821,-0.911867186715676
822,-0.8610895807216884
823,-0.2837352797479493
824,-0.8860475370305474
825,-0.6086482214539675
826,-0.956943484222526
827,-0.021145474745275204
828,-0.9043938843183652
829,-0.7046120522020821
830,-0.6125902400642529
831,-0.7938206463058857
832,0.15123114329055082
833,0.8296039748315147
834,0.971082036172248
835,-0.5043261381481274
836,-0.9615064456395087
837,-0.012063907885281822
838,0.8353560061689618
839,-0.7597778373243789
840,-0.43982888299892786
841,-0.6786080068588888
842,0.025329581599887827
843,0.7890671970587915
844,0.9298610229099996
845,-0.5742657997949013
846,-0.8245740349024198
847,0.14885320320191547
848,0.9199588414535743
849,0.33106100253040877
850,-0.9328334901678145
851,-0.953334941645363
852,-0.7521866632208707
853,0.9166538608311927
854,-0.21964252986436403
855,0.8095116544779282
856,-0.7982731993621601
857,-0.8501149822505386
858,-0.9499810934948464
859,0.32309998894979797
860,-0.9403616456501344
861,0.9466188145913977
862,0.7718753915992197
863,0.7275947584364809
864,-0.19850776689146404
865,0.7515914226623541
866,-0.7308977082520344
867,-0.6884172450594234
868,0.9079677435940137
869,-0.26131282109233767
870,0.8922115577481489
871,-0.8823421735086093
872,-0.7831631493752953
873,-0.2834422000884575
874,0.9362156228834285
875,0.9021471631025927
876,-0.8329394704965053
877,-0.9071606600049672
878,0.22382203415861934
879,-0.8765977499071465
880,0.25205161951036725
881,0.9271185098676119
882,0.8758652184972147
883,0.2242380054893914
884,-0.8799770267591553
885,0.2548622549600262
886,0.9292200676630404
887,0.7800169401965742
888,-0.12696744482864233
889,0.8371764876939998
890,-0.30872546697205444
891,-0.7625094085981727
892,-0.9358072982821829
893,0.2313527072606139
894,-0.8843464769016657
895,0.25124720243792287
896,0.9238595297611321
897,-0.9557285830998005
898,-0.31972195727697983
899,0.10235653308675312
900,-0.3137759679024287
901,0.9275484670839246
902,-0.8412080051228634
903,0.249762720184332
904,0.27901182479473036
905,0.2085635062600998
906,-0.9167357387623063
907,0.8860500294651723
908,-0.2461268186574154
909,-0.2759850835087268
910,-0.20708956658608396
911,0.8448162530155187
912,0.7567513702010624
913,-0.36093374144067547
914,-0.3975217548951589
915,-0.3484786930609583
916,-0.9339756896044346
917,0.8851382784686962
918,-0.24732642888300432
919,-0.2777000029968489
920,-0.2095640038496259
921,0.8404186637116676
922,-0.5001198375660676
923,0.9584071009046088
924,0.8129676325992018
925,-0.9289107721575779
926,-0.8072967385866155
927,-0.9236652412909585
928,0.8994362143661888
929,-0.3148931500348841
930,-0.9275904998823477
931,0.7625605193184911
932,0.8752762860537995
933,-0.8477837585713892
934,0.319792614032093
935,0.905788755799012
936,-0.6895847533829486
937,-0.7981942374116531
938,0.7699836552431285
939,-0.19466990421466573
940,0.9512340719549205
941,-0.8050714712099932
942,-0.9214882166849975
943,0.8987513445172487
944,-0.31449312143937946
945,0.9707268515682237
946,-0.5320002747994594
947,0.9746967105911459
948,0.9308787674001715
949,-0.9334670832489669
950,-0.9296264002747893
951,0.6969766965596937
952,-0.9304877290287257
953,0.9321584327753017
954,0.9364966718563682
955,-0.9151811035906575
956,0.7094054126029938
957,-0.9168432474495004
958,0.9414240156724278
959,0.9072978970145527
960,0.8538119846923947
961,-0.653102277906695
962,0.8565109813138465
963,-0.8252741077593126
964,-0.9071703836424085
965,-0.9146220099115506
966,0.7045544385600001
967,-0.9167108669862207
968,0.9280611645358761
969,-0.5706389069381349
970,-0.9284938381465285
971,-0.9065296485860763
972,0.580811394358858
973,0.9080085186662653
974,0.6915260282010932
975,-0.8935139723205324
976,0.8432896852167967
977,-0.24628284051796623
978,0.9392491071613416
979,0.665425013771782
980,-0.9386747137975613
981,0.8612030864351656
982,-0.2182416817065178
983,-0.8848245479119657
984,0.608747595483687
985,-0.821647662708048
986,0.9423777950770668
987,-0.12178935609850704
988,-0.8617630051283828
989,-0.5848035694362781
990,0.8640206992189753
991,-0.90509786568546
992,0.12652141033975284
993,0.6982425872911021
994,-0.6816145674889225
995,-0.512205875418088
996,0.7137576058058576
997,-0.6617461843908062
998,0.5211828564449964
999,-0.19948815647501394
1000,-0.620416244819078
1001,-0.029719902319339617
1002,-0.4392872959370848
1003,0.5849776764844331
1004,-0.486677259545312
1005,-0.4254740051565891
1006,0.3220335083540552
1007,-0.42337394835003034
1008,0.4988205670395968
1009,-0.6450180729231398
1010,-0.16199881339718977
1011,0.6184961754072724
1012,-0.8380981621437193
1013,-0.4690264456301291
1014,0.22873908304205487
1015,0.5596354919264853
1016,0.027269160727920468
1017,-0.745589142377368
1018,-0.7408275827408352
1019,0.7565346187973575
1020,0.5384204972484576
1021,0.6056859878508833
1022,0.6298865184415936
1023,0.6140488708831446
1024,-0.7607367731217292
1025,0.3471248092615452
1026,0.7498328968850813
1027,0.6614144385808998
1028,0.6533810743578203
1029,-0.7656415511390524
1030,0.4063555858608411
1031,0.8363345814213908
1032,0.7186377350188217
1033,0.7351056120106039
1034,-0.42767293581484306
1035,0.7873138674983031
1036,0.8020144500070079
1037,-0.3357727221336744
1038,-0.3305883615626653
1039,0.41585786962988563
1040,-0.1945453420554534
1041,0.8178283942373478
1042,0.5179712047967657
1043,0.6566779459134738
1044,-0.9223537277295738
