,correlation(1000 epochs)
498,0.7195984230934023
499,0.8701453226787081
500,-0.3288158986227077
501,0.732341799847868
502,0.9600963586228013
503,-0.9564637462426059
504,-0.7938853731147155
505,0.19511100986237023
506,-0.9633092440031753
507,0.9663305128747527
508,-0.9564637462426059
509,-0.7913190030211618
510,0.19106555466004732
511,-0.963722037772137
512,-0.948211577554993
513,-0.9437803974390924
514,-0.8099133297232224
515,0.21201667922060444
516,-0.950938711227174
517,-0.9478121979879073
518,-0.3246982725532584
519,-0.5540835193622815
520,-0.3180139785502241
521,-0.3654818800146434
522,0.15820742791129414
523,-0.3253362607155003
524,0.0395054773499363
525,-0.34363906612517314
526,-0.9503755458205516
527,-0.9475937908739278
528,0.5068661394980096
529,-0.7414387635057749
530,-0.23268368642719756
531,-0.9578145016208716
532,-0.9550149935256477
533,0.5040414759132512
534,-0.7489525030685366
535,-0.2375612688280564
536,0.9106627937292778
537,0.911961600477211
538,-0.5325599426335417
539,0.7273442372524328
540,0.22756721090077286
541,-0.4880638134609247
542,-0.46310477913798226
543,0.9489689648272917
544,0.8167928386305104
545,-0.30087426899400865
546,0.4554112779725199
547,0.1269874225947922
548,-0.39698680299252503
549,0.823202447111263
550,-0.9525669309381062
551,0.8930163278306762
552,-0.5022204023136344
553,-0.9502587386536367
554,0.4217499296654423
555,-0.8792248383183505
556,0.8306694541835138
557,-0.4663840604323432
558,-0.8706614667704637
559,0.350009017055863
560,-0.4561810682021743
561,-0.4585825554651285
562,0.5709926049237347
563,0.48980955354072203
564,0.07377098951530693
565,0.9712643591360558
566,-0.6556207404376325
567,-0.9348783463041822
568,-0.9251258177812615
569,0.8005341939763352
570,-0.31348024303342015
571,-0.16203240142407874
572,-0.31475522883417234
573,0.29750858479377984
574,-0.9162700555813498
575,0.9723266676803238
576,0.6900452909713989
577,0.9736191581449242
578,-0.9272749126165865
579,-0.9410306939658312
580,0.9560382900637778
581,0.6768304390281189
582,0.9606524663355077
583,-0.9118498700479736
584,0.26287464053257453
585,0.04521826321149495
586,0.10975089610723414
587,0.04488903347418278
588,-0.03917683097653965
589,0.6398785424053487
590,-0.9303355906388898
591,-0.9203612239029965
592,-0.47517432457645953
593,-0.41090291454247807
594,-0.047596069773221936
595,0.010690637654461417
596,-0.1437407716805672
597,0.45284964671718986
598,-0.7265136000341087
599,-0.4703278007248584
600,0.69572557430709
601,-0.6329516871126978
602,-0.12080372257969561
603,0.949197203522972
604,0.461081773185693
605,-0.9083490031329641
606,0.8509749913091152
607,0.27734984137884633
608,-0.3476686668595056
609,-0.08289059214575922
610,-0.03422057499985967
611,-0.07678563085912717
612,0.472347434306121
613,-0.5432148979477198
614,0.8809316504024384
615,0.8851041837553342
616,-0.5596987175490906
617,0.4427201394896576
618,-0.13489565054892436
619,-0.40702259193111295
620,-0.053592748244374114
621,-0.5487029619784792
622,0.5987998961042729
623,-0.3907724168916357
624,-0.33654108502126323
625,-0.4853150901148507
626,-0.08586598327788378
627,0.3743248894152489
628,0.5164168952752609
629,0.7940199509820328
630,0.5075292826429013
631,0.5990547175917775
632,0.45132744787992446
633,-0.1915182085270618
634,-0.272610603240504
635,-0.08792214192768669
636,-0.3600873147496704
637,-0.7619424161926694
638,-0.7459720516119438
639,-0.7816170843854922
640,-0.47110802021239434
641,0.580618448608674
642,0.2028645742084818
643,0.20535507177989828
644,0.03837131947135006
645,-0.15481498263597174
646,0.607890237634547
647,0.358559940344487
648,0.3760691033128805
649,0.4911518680742981
650,-0.4565033509027533
651,-0.6478563497117578
652,0.5750573294692445
653,0.5863539281922521
654,0.5414574242805928
655,-0.5895079414863643
656,0.4548678269055749
657,0.2518058074413605
658,0.24965485560604883
659,0.0994261704924151
660,-0.21278676218911
661,-0.7403692436044726
662,0.42775369919187617
663,0.6471108639227824
664,0.635847090331541
665,-0.5116995481461339
666,-0.41557244379990327
667,-0.29003060177968276
668,0.1318801800122156
669,-0.24374882412755716
670,0.6172756960382095
671,0.3331876727133563
672,0.5010392196537982
673,-0.5255914603693712
674,-0.5724871940708705
675,-0.6601179430158957
676,-0.5811896682745482
677,-0.520253905415779
678,0.41212231104713487
679,0.061758276346076627
680,0.43211445793266223
681,0.25533796259400154
682,0.15622594920465843
683,-0.05304730973307663
684,0.16541032536540154
685,0.636107011381952
686,-0.7168017709334519
687,0.6725497749285254
688,-0.8382133931142062
689,-0.3489892557599196
690,0.33900858318825655
691,-0.2510468767535497
692,0.2493985566727278
693,-0.5751477260613894
694,0.8487959695581491
695,-0.6705251390129728
696,0.6926617363750219
697,-0.6231930062541396
698,0.5963176358464872
699,-0.435746052891534
700,0.716652580239272
701,0.5825187491904952
702,-0.6135077246056286
703,0.43195485078855467
704,-0.773311408076508
705,0.91132530097321
706,0.840533582309167
707,0.5491621149928987
708,0.622823339925046
709,-0.5198581898102332
710,0.19194884099916534
711,0.2048157165938081
712,-0.3791801726564282
713,0.29173071473385187
714,0.8243956753075938
715,-0.40647179710448084
716,-0.4352496462474284
717,0.5587712817638142
718,-0.6353084762161679
719,0.6085522442798916
720,-0.08723242473564989
721,-0.1212323942881288
722,0.4396646567712076
723,-0.3449052942571403
724,0.6709681267617015
725,0.14243447693736594
726,0.14067107486886427
727,-0.3888065567453575
728,0.39632256059005594
729,-0.6096125989623393
730,0.22150991408852727
731,-0.3725987712832713
732,0.8571673192908826
733,-0.5287704798628512
734,-0.15163631542876418
735,0.5020021801882177
736,0.5338396338344634
737,-0.24914932059978143
738,0.8159415176513777
739,-0.46880540690529016
740,0.3018029132850709
741,0.497017602183176
742,-0.7240232880400523
743,-0.6277289866792971
744,0.617057823325896
745,-0.3092502021596931
746,-0.4486115805582385
747,0.867544503772834
748,0.6257470891926608
749,0.5167974898746699
750,-0.3494057135805612
751,-0.3371048183855944
752,0.677612211370494
753,-0.8869823366366704
754,0.35466646137459595
755,-0.9465105951100892
756,0.9226586892228524
757,-0.5279508407374096
758,-0.2707560124284157
759,0.1338596959346778
760,-0.3620991501487054
761,0.3722948853747418
762,0.8586689473394
763,0.8241472173795856
764,-0.4344391478576854
765,0.9654829244904434
766,-0.9234111461385986
767,-0.8913703666148102
768,0.9328529290829072
769,-0.2725451378908733
770,0.8818126745392173
771,-0.8529530097271433
772,0.6329522233870547
773,-0.7351326783376549
774,0.12935129231450546
775,-0.6471658022740733
776,0.6229004212688601
777,-0.6721610549967822
778,-0.4177387591440964
779,0.9649164711276319
780,-0.9032726221109691
781,0.1442451378846078
782,-0.6263004109162629
783,-0.438802655735724
784,-0.5216258491567946
785,0.6172735226323126
786,-0.9403955915089914
787,-0.7951353020620185
788,-0.5234168818751483
789,-0.9423163885693838
790,0.8731267768870034
791,0.956910687336186
792,0.8530633900521007
793,0.5532046618143129
794,0.8687881399394156
795,-0.9212296143904551
796,-0.7023107310502907
797,0.878853381401592
798,0.5012399526641921
799,0.7856041661217736
800,-0.8988440317283332
801,-0.8974310176487849
802,0.8969734128313656
803,-0.5406013635072727
804,0.946728920833815
805,0.5695816773231474
806,0.6791659724682161
807,0.7018785391287541
808,0.2094566059400742
809,0.712557716158416
810,-0.9448032889276979
811,-0.8402999405295452
812,-0.7403156017625854
813,-0.551552741764535
814,-0.759056888479526
815,-0.936584719563565
816,0.9183536408406616
817,0.8412244594663651
818,0.35070478162247015
819,0.8606986620955389
820,0.9319972810551962
821,-0.9032290349304843
822,-0.8631324141955765
823,-0.28481191296346214
824,-0.8862033942589274
825,-0.602113463204377
826,-0.9490089595248646
827,-0.03138138821581209
828,-0.8982787446508829
829,-0.7041936688910039
830,-0.6115144703476579
831,-0.800157871052748
832,0.13780896404606197
833,0.8256149615105701
834,0.9716889801844424
835,-0.5027590675288451
836,-0.9534051028682865
837,-0.017246704833606467
838,0.8382789948694707
839,-0.7526194184693339
840,-0.4348429292849248
841,-0.6790677346864239
842,0.0026168516811933685
843,0.7877633733112097
844,0.9260897335559576
845,-0.5727407668972684
846,-0.8193192674587342
847,0.13538537035112183
848,0.9218490044324786
849,0.33391508370976986
850,-0.934905973880958
851,-0.9557167151859132
852,-0.7557868398219999
853,0.9236305967553872
854,-0.22610212064226623
855,0.8085399007354477
856,-0.8053616494770915
857,-0.8525674162322742
858,-0.9502143070423095
859,0.32292473620701434
860,-0.9420111924592677
861,0.9459406637158465
862,0.7688303992389217
863,0.7163714184015436
864,-0.19735293254893624
865,0.7435210636959256
866,-0.724150526331228
867,-0.6722188038392899
868,0.9042183377057942
869,-0.26694133507624346
870,0.894757640432821
871,-0.8855954789363498
872,-0.7736936056871035
873,-0.27163449599672046
874,0.9345237537479476
875,0.901857406869734
876,-0.8362487666272505
877,-0.9161038472399263
878,0.209552959175414
879,-0.874242559672082
880,0.2583870913620425
881,0.9318801051745087
882,0.8754924631094098
883,0.21021840065984174
884,-0.8752637124910542
885,0.26453650661038003
886,0.9254262568988064
887,0.767822080071311
888,-0.13079782059392864
889,0.8330519910671593
890,-0.3097465082515384
891,-0.7523412394919198
892,-0.9364889647663144
893,0.2245340953853592
894,-0.8796662670990473
895,0.25761436405256344
896,0.9281680180961395
897,-0.9607289958949703
898,-0.32444682799685165
899,0.07946373124613088
900,-0.32202770844417816
901,0.9287929391555106
902,-0.8523149820843101
903,0.23863850642408946
904,0.26078041533391133
905,0.2005769555478006
906,-0.9183644032115353
907,0.8945225148400481
908,-0.23861672401347647
909,-0.2618608217932999
910,-0.20227805132994112
911,0.8343525597809524
912,0.7577222047005686
913,-0.3711238323074823
914,-0.396530774784184
915,-0.35802380281157326
916,-0.9364731572128763
917,0.8922072861803364
918,-0.24423888903922267
919,-0.26589485155166676
920,-0.20825438307876942
921,0.8271730276237076
922,-0.4936908304842961
923,0.953298997670539
924,0.8106831883629432
925,-0.9300016286226509
926,-0.8107941882756822
927,-0.9311566488207995
928,0.9018207210917518
929,-0.3139408760317149
930,-0.9306572681135495
931,0.7642495409280656
932,0.8819004988927585
933,-0.848779897665947
934,0.31347574771810766
935,0.9088062213244392
936,-0.6841613776001197
937,-0.800618137898421
938,0.7667150254198682
939,-0.18974189102551883
940,0.9554774377007914
941,-0.8071630432774742
942,-0.9290740448605942
943,0.9017347918614023
944,-0.3143480505898521
945,0.9716998735699878
946,-0.5443782587390632
947,0.9765885957889431
948,0.9392509028155092
949,-0.9357392327186712
950,-0.9360018643110949
951,0.7159111991340195
952,-0.9364506053088225
953,0.9410739129519549
954,0.9362369633365033
955,-0.9246367068072665
956,0.723728833110718
957,-0.9245982724926817
958,0.9415700687935151
959,0.9124843971700146
960,0.8555430525899372
961,-0.6633481918353802
962,0.8578540689431479
963,-0.820200770163912
964,-0.9101083647006281
965,-0.919331019947739
966,0.7220676498789992
967,-0.9218909421324001
968,0.9355568781411181
969,-0.5741382499067861
970,-0.932100939562612
971,-0.911770854300659
972,0.579988659053136
973,0.9119010941830222
974,0.6932911891325194
975,-0.893599230029106
976,0.8398231726683708
977,-0.23538233327463395
978,0.9393448314078741
979,0.6631410499039861
980,-0.9384525968651543
981,0.855647086721228
982,-0.21534115109499108
983,-0.8857279938881527
984,0.6001346616551345
985,-0.824256773039002
986,0.9365412199690513
987,-0.10894456960946299
988,-0.8530911641564204
989,-0.580761063510918
990,0.8595566553571741
991,-0.9066768790744966
992,0.10768703106568503
993,0.6914719764893639
994,-0.6851747399247813
995,-0.518745930166393
996,0.7251574495481881
997,-0.6627899958734194
998,0.5271499169643189
999,-0.19537040643108078
1000,-0.6298501644530485
1001,-0.03193825164256122
1002,-0.44361467452706427
1003,0.583591584862147
1004,-0.485874912738225
1005,-0.4405946943419327
1006,0.31723009086128284
1007,-0.42182249159798046
1008,0.49155860778620686
1009,-0.6418444731301289
1010,-0.17084119814015725
1011,0.6187713942189765
1012,-0.8464586634154228
1013,-0.4673443665161658
1014,0.2166968314211184
1015,0.5642180226182498
1016,0.039276306642237295
1017,-0.7397854497080292
1018,-0.7479202826713834
1019,0.7613026201610283
1020,0.547845279016804
1021,0.61721281047744
1022,0.61260024111948
1023,0.6152977259731066
1024,-0.7607565650661593
1025,0.33963408947872914
1026,0.7686834668452001
1027,0.6571191129849303
1028,0.6639614181252309
1029,-0.7717933531107303
1030,0.40823840352807833
1031,0.8328751207063739
1032,0.7098151420351908
1033,0.7224427694107051
1034,-0.422252862052366
1035,0.7892142770498749
1036,0.8148203829923212
1037,-0.3349507942753497
1038,-0.3299587240322554
1039,0.4016819800406083
1040,-0.20849546521088275
1041,0.8104010559919451
1042,0.5312124966165611
1043,0.6585676965997532
1044,-0.9200413384648493
1045,0.7787687195294622
1046,-0.6632232958324488
1047,-0.41941075999292265
1048,0.6782812884740659
1049,-0.4346757256082347
1050,0.8328437750732848
1051,-0.7179682724471201
1052,-0.4076435902163069
1053,0.6717524195063674
1054,-0.3461216845910743
1055,0.8563026319015092
1056,-0.5927247093273474
1057,-0.43038498466452535
1058,0.33629504853383435
1059,0.024511550686713512
1060,0.7918366353270999
1061,0.38266833630222996
1062,0.6102659694157606
1063,-0.459957252245747
1064,0.5946911480675997
1065,0.6672923077365134
1066,0.8830410258004355
1067,-0.7076882399598231
1068,0.8351371622972941
1069,-0.8113375584418058
1070,0.8081541565266184
1071,0.836741842028635
1072,0.860788124345087
1073,-0.07279278269229215
1074,0.3121740802803705
1075,0.291431673243394
1076,0.13141647043739207
1077,0.6791467125699409
1078,-0.6568257776130657
1079,-0.6829517018753988
1080,-0.6821522389949934
1081,-0.8004156355057677
1082,0.6595306440664247
1083,0.6857379485326137
1084,0.7858731390978422
1085,-0.6486620692717271
1086,-0.5898484965256868
1087,0.5130942669651132
1088,-0.6892445408046235
1089,0.9582264540248585
1090,0.4865264434519685
1091,0.6073967932126769
1092,0.2967815315678257
1093,0.826423726146101
1094,-0.42288202707104966
1095,-0.48698327289487275
1096,-0.4011489411363868
1097,-0.184934034961886
1098,-0.30501528381697446
1099,0.5002957260366564
1100,-0.32580335902119767
1101,-0.3962508944603075
1102,-0.1686069701189181
1103,-0.47718097458901254
1104,0.8868083976064205
1105,0.3022122152355254
1106,0.43961064965100416
1107,0.21113158184086664
1108,0.6855742892089156
1109,0.6568112108143989
1110,0.4894679054509808
1111,0.5595250781109979
1112,-0.8970406061106012
1113,0.9517743955424514
1114,-0.7198411954067268
1115,0.3334154767795704
1116,0.45813446713158873
1117,0.944423581176998
1118,0.14821466211018924
1119,-0.45110062162110015
1120,0.3440151527067504
1121,0.3820432196224676
1122,0.4662705084227731
1123,-0.3770641334745767
1124,-0.4830954587572751
1125,0.27927243709705113
1126,0.3121799388160817
1127,0.6318639247249104
1128,0.9273644782799881
1129,-0.798380100766275
1130,0.27907198659877674
1131,0.37211885130905364
1132,0.8866026392961183
1133,-0.8375284151731146
1134,-0.6048320523038878
1135,0.8918946895675199
1136,-0.9089715555169551
1137,0.9471211108342256
1138,-0.879472399360377
1139,0.10471068331258987
1140,0.8930449959287543
1141,0.8420377775149172
1142,0.425908223576459
1143,-0.6813697261046597
1144,-0.021751629187713555
1145,0.6301026862749152
1146,0.5593462018358624
1147,0.5143563344907099
1148,-0.5277765196020695
1149,0.11578741306445145
1150,0.5348573704769045
1151,0.5055216634862122
1152,-0.9248960523093639
1153,0.9135993795789998
1154,0.06696572349047675
1155,-0.8281339779098181
1156,-0.7315406525965796
1157,-0.8423552977211223
1158,0.4548046065481638
1159,0.961641713979308
1160,0.9293113969787773
1161,0.9551958944093574
1162,-0.7873168765476355
1163,0.6568101744493542
1164,0.8539004381773241
1165,-0.9160258132846074
1166,-0.5229367173351487
1167,0.5995276639137899
1168,-0.3857319924665613
1169,-0.4976455691000234
1170,0.587140594921607
1171,0.5295927808110347
1172,-0.5828321453847781
1173,0.5279646001800361
1174,0.6480179534593483
1175,-0.6894790943076601
1176,-0.9247753434319944
1177,-0.8588885580602773
1178,0.5374355056391044
1179,0.7435948127154955
1180,-0.8731284817375093
1181,0.6452478154362549
1182,-0.8965584317754773
1183,-0.5323277219309258
1184,-0.9234761546802126
1185,0.8196300078657025
1186,-0.5353868429007815
1187,0.8964341838647816
1188,0.5953536250008715
1189,0.8993827077023007
1190,0.4253604193991157
1191,0.17951678807867838
1192,-0.3670129769505688
1193,-0.1321211061520005
1194,-0.3669289062330875
1195,0.5028705660272852
1196,-0.49654568278472433
1197,0.502881927771236
1198,0.3787230949578169
1199,0.5038911288575753
1200,-0.9129710205659218
1201,0.5866913779720839
1202,-0.9051628856447157
1203,-0.6478201233730424
1204,-0.905876088428949
1205,-0.5879295172672843
1206,0.9403266880518203
1207,0.4657680801204167
1208,0.9536252309530661
